nombre_de_usuario,genero,edad,pais,tipo_de_subscripcion,tiempo_de_escucha,canciones_escuchadas_por_dia,omision,tipo_de_dispositivo,anuncios_escuchados_por_semana,escucha_sin_conexion,cancelado
2431,masculino,34,reino unido,familiar,14,84,0.56,celular,0,1,1
2432,masculino,44,canada,gratis,42,38,0.55,computador,36,0,1
2433,femenino,32,pakistan,gratis,264,56,0.23,celular,47,0,0
2434,femenino,17,reino unido,pago,80,11,0.15,computador,0,1,1
2435,femenino,49,australia,familiar,279,85,0.34,web,0,1,1
2436,masculino,38,alemania,pago,226,2,0.47,computador,13,1,0
2437,masculino,26,india,pago,79,20,0.48,computador,0,1,0
2438,masculino,37,india,pago,154,56,0.34,celular,0,1,0
2439,femenino,30,india,estudiante,240,13,0.28,celular,0,1,0
2440,masculino,22,australia,gratis,257,11,0.47,celular,41,0,0
2441,masculino,52,alemania,estudiante,293,69,0.23,celular,0,1,0
2442,femenino,45,reino unido,familiar,267,40,0.43,computador,0,1,0
2443,femenino,54,francia,gratis,283,27,0.54,celular,11,0,1
2444,masculino,35,alemania,pago,69,83,0.37,celular,0,1,0
2445,otro,38,india,estudiante,21,35,0.44,web,0,1,0
2446,femenino,20,francia,gratis,218,33,0.26,celular,30,0,0
2447,otro,33,australia,estudiante,149,25,0.58,web,0,1,0
2448,masculino,50,india,familiar,84,86,0.26,celular,0,1,1
2449,otro,41,canada,gratis,69,51,0.06,celular,16,0,0
2450,otro,37,alemania,gratis,252,68,0.42,computador,24,0,0
2451,masculino,42,pakistan,pago,13,75,0.14,web,0,1,1
2452,otro,53,reino unido,gratis,290,74,0.53,celular,36,0,0
2453,masculino,22,francia,pago,13,7,0.41,web,0,1,1
2454,femenino,19,estados unidos,pago,165,19,0.51,web,0,1,0
2455,masculino,22,australia,pago,131,82,0.25,web,0,1,1
2456,otro,30,pakistan,gratis,154,71,0.03,web,21,0,0
2457,masculino,51,alemania,familiar,116,75,0.51,web,0,1,0
2458,femenino,16,reino unido,familiar,27,48,0.43,computador,0,1,1
2460,femenino,51,estados unidos,gratis,28,4,0.36,computador,34,0,0
2461,femenino,53,reino unido,familiar,249,25,0.15,celular,0,1,0
2462,femenino,30,alemania,gratis,146,77,0.33,celular,42,0,0
2463,masculino,35,alemania,pago,216,20,0.41,web,0,1,0
2464,femenino,46,estados unidos,pago,56,8,0.17,computador,0,1,0
2465,otro,47,francia,gratis,48,86,0.55,celular,28,0,0
2466,otro,17,australia,gratis,285,59,0.34,celular,31,0,0
2467,otro,47,estados unidos,estudiante,214,79,0.52,web,0,1,0
2468,femenino,38,francia,pago,27,40,0.2,web,0,1,0
2469,otro,41,canada,gratis,87,65,0.57,web,36,0,0
2470,masculino,43,canada,familiar,205,83,0.07,web,0,1,0
2471,otro,56,estados unidos,gratis,289,3,0.05,web,37,0,1
2472,masculino,38,reino unido,estudiante,154,92,0.32,celular,0,1,1
2473,masculino,47,estados unidos,pago,87,10,0.07,celular,0,1,0
2474,otro,28,pakistan,familiar,19,5,auto%#,celular,0,1,0
2475,otro,31,alemania,gratis,262,59,0.28,celular,38,0,0
2476,femenino,40,pakistan,familiar,154,32,0.35,celular,0,1,0
2477,otro,19,canada,pago,148,13,0.34,celular,0,1,0
2478,masculino,53,francia,familiar,126,50,0.4,computador,0,1,0
2479,otro,59,australia,gratis,188,86,0.11,celular,46,0,0
2480,otro,17,pakistan,pago,296,78,0.08,web,0,1,0
2481,femenino,46,australia,gratis,11,86,0.3,web,41,1,0
2482,otro,38,alemania,pago,23,89,0.16,celular,0,1,0
2483,otro,44,india,estudiante,82,83,0.34,computador,0,1,0
2484,masculino,16,australia,pago,270,77,0.57,computador,0,1,0
2485,masculino,18,francia,familiar,45,55,0.6,celular,0,1,1
2487,masculino,25,estados unidos,estudiante,170,96,0.01,celular,0,1,0
2488,otro,33,canada,familiar,246,34,0.31,web,0,1,0
2489,femenino,41,alemania,estudiante,166,55,0.34,celular,0,1,1
2490,femenino,37,canada,estudiante,100,24,0.1,web,0,1,1
2491,otro,52,estados unidos,pago,294,36,0.4,web,0,1,0
2492,masculino,36,estados unidos,estudiante,154,66,0.13,celular,0,1,0
2493,femenino,39,estados unidos,gratis,296,9,0.0,celular,18,0,1
2494,otro,28,canada,gratis,21,19,0.52,celular,32,0,0
2495,masculino,38,reino unido,familiar,82,24,0.52,web,0,1,1
2496,otro,35,francia,estudiante,213,25,0.12,celular,0,1,1
2497,masculino,30,canada,estudiante,271,70,0.31,computador,0,1,0
2498,masculino,43,francia,familiar,187,38,0.03,web,0,1,0
2499,otro,29,estados unidos,gratis,251,15,0.12,web,48,0,0
2500,femenino,38,reino unido,familiar,293,88,0.1,celular,0,1,1
2501,masculino,38,estados unidos,pago,95,77,0.01,computador,0,1,0
2502,otro,38,alemania,estudiante,225,26,0.33,celular,0,1,0
2504,masculino,47,francia,pago,157,82,0.2,computador,0,1,1
2505,masculino,26,estados unidos,gratis,285,44,0.48,web,21,0,0
2506,femenino,45,francia,familiar,263,71,0.18,celular,0,1,0
2507,femenino,18,alemania,estudiante,235,7,0.42,computador,0,1,0
2508,masculino,27,alemania,familiar,112,13,0.54,computador,0,1,0
2509,femenino,58,australia,pago,208,86,0.1,web,0,1,1
2510,otro,42,pakistan,estudiante,184,90,0.51,computador,0,1,1
2511,femenino,50,pakistan,estudiante,129,50,0.34,celular,0,1,0
2512,masculino,25,estados unidos,pago,211,99,0.07,celular,0,1,0
2513,masculino,31,pakistan,pago,146,38,0.38,celular,0,1,0
2514,femenino,25,canada,familiar,297,33,0.57,celular,0,1,0
2515,femenino,22,alemania,familiar,28,70,0.19,celular,0,1,0
2516,otro,51,canada,familiar,84,23,0.26,computador,0,1,1
2517,otro,46,reino unido,pago,103,40,0.33,celular,0,1,0
2518,femenino,45,francia,pago,154,73,auto%#,celular,0,1,1
2519,otro,53,reino unido,familiar,157,12,0.56,web,0,1,0
2520,femenino,23,india,gratis,152,11,0.23,web,16,0,0
2521,femenino,21,reino unido,pago,233,11,0.1,celular,0,1,0
2522,femenino,28,canada,estudiante,111,61,0.41,web,0,1,0
2523,otro,21,india,pago,297,95,0.28,web,0,1,0
2524,otro,37,reino unido,estudiante,46,29,0.4,web,0,1,0
2525,femenino,33,alemania,gratis,56,57,0.58,celular,16,0,1
2526,femenino,50,reino unido,gratis,118,72,0.06,celular,8,0,0
2527,femenino,17,francia,gratis,98,82,0.44,web,24,0,0
2528,femenino,51,canada,estudiante,178,73,0.14,celular,0,1,0
2529,femenino,46,australia,familiar,97,71,0.22,computador,0,1,1
2530,femenino,39,estados unidos,pago,165,16,0.19,celular,0,1,0
2531,femenino,45,alemania,pago,85,78,0.03,web,0,1,0
2532,femenino,59,reino unido,familiar,154,19,0.2,celular,0,1,0
2533,masculino,16,india,pago,215,58,0.23,web,0,1,0
2534,femenino,17,reino unido,estudiante,48,53,0.59,computador,0,1,0
2535,masculino,58,estados unidos,familiar,60,85,0.45,web,0,1,1
2536,otro,26,francia,familiar,229,40,0.28,web,0,1,0
2537,femenino,46,india,estudiante,33,58,0.54,web,0,1,0
2538,femenino,52,australia,familiar,272,27,0.43,web,0,1,0
2539,femenino,39,australia,estudiante,126,48,0.36,celular,0,1,1
2540,masculino,54,canada,pago,201,65,0.13,celular,0,1,0
2541,otro,38,pakistan,pago,143,92,0.06,celular,0,1,0
2542,otro,26,francia,pago,52,5,0.47,celular,0,1,1
2543,otro,52,australia,gratis,19,37,0.49,celular,30,0,1
2544,masculino,52,pakistan,pago,151,59,0.32,celular,0,1,0
2545,otro,39,australia,pago,137,20,0.34,web,0,1,1
2546,otro,54,francia,estudiante,273,6,0.18,celular,0,1,0
2547,femenino,51,alemania,familiar,132,14,0.6,web,0,1,0
2548,otro,17,canada,familiar,190,11,0.19,web,0,1,0
2549,masculino,51,reino unido,pago,107,50,0.27,web,0,1,0
2550,masculino,35,australia,familiar,296,30,0.28,web,0,1,0
2551,otro,18,reino unido,estudiante,102,85,0.51,web,0,1,0
2552,otro,48,australia,estudiante,39,32,0.04,web,0,1,0
2553,masculino,17,india,estudiante,77,25,0.05,celular,0,1,0
2554,otro,37,india,estudiante,34,33,0.26,computador,0,1,0
2555,masculino,29,australia,gratis,110,46,0.17,celular,22,0,0
2556,femenino,33,canada,gratis,154,69,0.48,web,10,0,0
2557,otro,22,reino unido,estudiante,207,61,0.37,web,0,1,1
2558,otro,48,francia,gratis,212,85,0.28,web,19,0,0
2559,femenino,52,india,familiar,143,48,0.38,computador,0,1,1
2560,masculino,38,australia,familiar,207,22,0.15,computador,0,1,0
2561,otro,27,francia,pago,78,53,0.31,web,0,1,1
2562,otro,25,india,estudiante,266,50,0.54,computador,0,1,0
2563,femenino,27,estados unidos,pago,154,14,0.56,web,0,1,0
2564,otro,41,india,gratis,21,57,0.22,computador,30,0,0
2565,masculino,38,india,estudiante,122,98,auto%#,web,0,1,1
2566,femenino,43,francia,pago,154,91,0.46,computador,0,1,0
2567,masculino,51,pakistan,familiar,154,93,0.28,celular,0,1,0
2568,masculino,56,india,pago,223,90,0.18,computador,0,1,1
2569,masculino,38,estados unidos,gratis,83,60,0.31,web,8,0,0
2570,masculino,16,alemania,gratis,180,8,0.06,celular,43,0,0
2571,femenino,54,francia,familiar,23,41,0.1,celular,0,1,0
2573,femenino,29,australia,familiar,55,47,0.39,web,0,1,1
2574,masculino,30,reino unido,familiar,154,4,0.51,computador,0,1,1
2575,otro,17,reino unido,pago,108,82,0.23,computador,0,1,0
2576,otro,50,alemania,estudiante,184,4,0.57,celular,0,1,0
2577,otro,43,australia,familiar,123,50,0.03,computador,0,1,0
2578,otro,19,pakistan,gratis,285,50,auto%#,computador,17,0,0
2579,femenino,34,reino unido,gratis,197,81,0.01,computador,17,0,0
2580,masculino,53,australia,pago,47,96,0.54,web,0,1,0
2581,otro,31,australia,estudiante,90,65,0.25,celular,0,1,1
2582,otro,25,pakistan,familiar,11,35,0.23,web,0,1,1
2583,otro,23,estados unidos,pago,234,10,0.38,computador,0,1,0
2584,masculino,41,estados unidos,familiar,197,9,0.58,web,0,1,0
2585,masculino,37,india,estudiante,46,85,0.01,computador,0,1,0
2586,otro,34,francia,estudiante,181,72,0.41,computador,0,1,1
2587,femenino,42,estados unidos,pago,114,64,0.1,celular,0,1,1
2588,otro,54,alemania,pago,55,68,0.28,web,0,1,0
2589,femenino,37,pakistan,pago,120,84,0.55,celular,0,1,1
2590,otro,38,india,gratis,149,21,0.4,celular,33,0,0
2592,femenino,42,australia,pago,257,96,0.58,computador,0,1,0
2593,femenino,46,estados unidos,estudiante,257,8,0.09,web,0,1,0
2594,otro,22,estados unidos,pago,154,98,0.51,web,0,1,1
2595,otro,52,pakistan,estudiante,296,32,0.24,web,0,1,0
2596,masculino,53,alemania,estudiante,146,54,0.12,web,0,1,0
2597,masculino,16,francia,estudiante,27,99,0.15,celular,0,1,0
2598,femenino,33,australia,pago,154,71,0.51,computador,0,1,0
2599,masculino,19,pakistan,pago,154,50,0.41,computador,0,1,0
2600,femenino,30,francia,familiar,23,76,0.5,celular,0,1,0
2601,otro,48,india,pago,230,61,0.29,computador,0,1,0
2602,otro,45,reino unido,gratis,164,97,0.1,web,26,0,0
2603,femenino,57,reino unido,estudiante,120,53,0.4,celular,0,1,1
2605,femenino,33,pakistan,gratis,33,20,0.24,celular,0,0,0
2606,otro,44,canada,gratis,10,57,0.06,computador,39,0,0
2607,otro,49,pakistan,estudiante,275,60,0.38,celular,0,1,0
2608,otro,34,alemania,gratis,147,27,0.34,celular,39,0,0
2609,femenino,38,australia,pago,211,4,0.14,web,0,1,1
2610,masculino,30,estados unidos,gratis,39,9,0.6,computador,40,0,0
2611,otro,33,reino unido,familiar,111,10,0.56,web,0,1,0
2612,femenino,47,pakistan,familiar,109,23,0.46,computador,0,1,1
2613,otro,23,australia,gratis,64,7,0.07,celular,40,0,0
2614,femenino,41,pakistan,pago,18,43,0.51,computador,0,1,1
2615,otro,30,pakistan,pago,141,45,auto%#,computador,0,1,0
2616,femenino,28,alemania,pago,89,80,0.31,celular,0,1,0
2617,femenino,17,australia,familiar,260,38,0.51,computador,0,1,0
2618,femenino,52,pakistan,familiar,149,79,0.12,computador,0,1,1
2619,femenino,55,canada,estudiante,88,37,0.09,computador,0,1,0
2620,otro,20,alemania,estudiante,251,35,0.32,web,0,1,1
2621,femenino,44,india,gratis,256,43,0.51,celular,11,0,1
2622,otro,56,australia,pago,191,72,0.24,celular,0,1,0
2623,otro,38,australia,familiar,222,72,0.6,web,0,1,0
2624,femenino,42,francia,pago,248,60,0.26,web,0,1,0
2625,masculino,38,estados unidos,pago,247,51,0.38,web,0,1,0
2626,femenino,18,canada,gratis,183,30,0.36,computador,24,0,1
2627,otro,53,francia,pago,144,84,auto%#,celular,0,1,0
2628,masculino,49,india,familiar,13,63,0.13,celular,0,1,0
2629,masculino,41,francia,pago,188,97,0.01,web,0,1,0
2630,otro,47,reino unido,pago,128,15,auto%#,web,0,1,1
2631,masculino,26,estados unidos,pago,160,75,0.12,computador,0,1,0
2632,femenino,30,australia,familiar,102,25,0.33,computador,0,1,0
2633,femenino,56,francia,pago,154,93,0.57,celular,0,1,0
2634,otro,52,australia,gratis,61,29,0.25,computador,0,0,0
2635,otro,20,australia,pago,154,60,0.24,computador,0,1,1
2636,otro,38,australia,estudiante,111,32,0.22,computador,0,1,0
2637,masculino,46,alemania,estudiante,112,92,0.2,computador,0,1,0
2638,otro,18,australia,familiar,78,43,0.34,computador,0,1,1
2639,femenino,39,estados unidos,familiar,280,57,0.07,web,0,1,1
2641,masculino,33,reino unido,pago,13,84,0.38,computador,0,1,0
2642,otro,57,india,gratis,209,68,0.24,celular,34,0,0
2643,masculino,27,canada,familiar,12,74,0.14,celular,0,1,0
2644,masculino,46,pakistan,familiar,213,34,0.06,celular,0,1,0
2645,femenino,45,francia,pago,276,60,0.01,computador,0,1,0
2646,otro,45,francia,estudiante,238,20,0.02,computador,0,1,0
2647,otro,20,india,gratis,167,84,0.5,celular,16,0,1
2648,otro,26,canada,estudiante,123,39,0.03,celular,0,1,0
2649,femenino,20,alemania,pago,28,49,0.3,web,0,1,0
2651,masculino,56,alemania,pago,17,23,0.27,computador,0,1,0
2652,femenino,28,francia,gratis,209,59,0.34,celular,44,0,0
2653,otro,33,alemania,familiar,31,55,0.34,web,0,1,0
2654,otro,19,india,estudiante,122,64,0.34,web,0,1,0
2655,femenino,38,reino unido,familiar,274,17,0.46,celular,0,1,1
2656,femenino,50,estados unidos,pago,153,70,0.59,computador,0,1,1
2657,masculino,58,australia,gratis,117,14,0.4,computador,39,0,0
2658,masculino,55,alemania,pago,14,80,0.42,celular,0,1,0
2659,masculino,38,canada,familiar,173,31,auto%#,computador,0,1,0
2660,masculino,44,australia,gratis,277,54,0.3,computador,29,0,0
2661,otro,59,estados unidos,estudiante,77,12,0.34,celular,0,1,0
2662,masculino,51,francia,estudiante,229,37,0.37,web,0,1,0
2663,masculino,21,pakistan,pago,39,62,0.04,celular,0,1,0
2664,otro,28,canada,gratis,174,16,0.44,celular,46,0,0
2665,masculino,54,francia,familiar,278,16,0.46,celular,0,1,0
2666,femenino,38,pakistan,gratis,253,98,0.33,celular,38,0,0
2667,otro,32,francia,familiar,182,37,0.39,computador,0,1,1
2668,femenino,57,francia,estudiante,36,49,0.13,computador,0,1,0
2669,otro,28,canada,gratis,12,48,0.51,computador,26,0,0
2670,femenino,48,pakistan,pago,183,63,0.34,computador,0,1,1
2671,masculino,47,reino unido,estudiante,41,76,0.45,computador,0,1,0
2672,masculino,56,canada,pago,154,49,0.24,celular,0,1,1
2673,masculino,59,alemania,gratis,275,43,0.58,celular,38,0,0
2674,otro,31,reino unido,pago,76,6,0.02,computador,0,1,0
2675,femenino,49,francia,pago,103,15,0.58,computador,0,1,0
2676,femenino,46,australia,pago,163,72,0.05,celular,0,1,0
2677,masculino,37,canada,familiar,92,16,0.17,computador,0,1,0
2678,otro,41,australia,gratis,134,78,0.29,celular,36,0,0
2679,femenino,23,reino unido,gratis,288,31,0.17,web,42,1,0
2680,femenino,35,alemania,estudiante,26,81,0.03,web,0,1,0
2681,femenino,29,reino unido,pago,246,8,0.36,web,0,1,0
2682,femenino,18,francia,pago,224,2,0.17,celular,0,1,0
2683,femenino,23,estados unidos,pago,52,37,0.44,celular,0,1,0
2684,femenino,53,alemania,pago,67,59,0.51,computador,0,1,0
2685,masculino,27,australia,gratis,254,33,0.06,computador,28,0,0
2686,masculino,22,canada,gratis,74,23,0.27,celular,47,0,0
2687,otro,30,estados unidos,estudiante,296,79,0.32,web,0,1,0
2688,femenino,49,canada,familiar,154,83,0.08,celular,0,1,1
2689,masculino,55,reino unido,estudiante,96,73,0.24,computador,0,1,0
2690,femenino,55,estados unidos,estudiante,203,42,0.05,web,0,1,1
2691,otro,22,alemania,gratis,274,3,0.22,celular,18,1,0
2692,masculino,19,alemania,pago,145,67,0.25,web,0,1,0
2693,masculino,47,reino unido,estudiante,122,97,0.24,celular,0,1,1
2694,femenino,26,australia,familiar,41,88,0.14,celular,0,1,0
2695,masculino,25,australia,familiar,298,61,0.53,computador,0,1,1
2696,femenino,41,canada,estudiante,64,75,0.14,web,0,1,0
2697,otro,22,francia,pago,237,91,0.17,web,0,1,1
2698,femenino,41,pakistan,gratis,16,72,0.05,celular,0,0,1
2699,otro,39,reino unido,gratis,180,29,0.16,web,44,0,1
2700,femenino,56,estados unidos,gratis,143,19,0.11,computador,25,0,0
2701,otro,17,india,pago,50,13,0.45,computador,0,1,0
2702,femenino,41,alemania,pago,99,77,0.01,computador,0,1,1
2703,masculino,43,francia,estudiante,131,25,0.08,web,0,1,0
2704,otro,22,alemania,pago,164,55,0.48,web,0,1,0
2705,femenino,48,alemania,estudiante,184,12,0.56,computador,0,1,0
2706,otro,26,francia,pago,94,57,0.55,web,0,1,0
2707,otro,57,pakistan,gratis,220,22,0.36,computador,15,0,0
2708,femenino,29,alemania,pago,180,9,0.34,computador,0,1,0
2709,masculino,17,india,estudiante,104,3,0.3,web,0,1,0
2710,masculino,43,francia,gratis,260,29,0.03,web,6,0,0
2711,otro,33,francia,pago,52,97,0.1,web,0,1,0
2712,otro,45,reino unido,familiar,27,50,0.14,celular,0,1,1
2713,masculino,56,india,estudiante,236,4,0.1,computador,0,1,0
2714,otro,49,australia,pago,252,45,0.57,computador,0,1,0
2715,femenino,37,india,pago,190,80,0.5,computador,0,1,0
2716,otro,34,pakistan,gratis,266,81,0.45,computador,31,0,0
2717,femenino,28,australia,pago,72,22,0.58,web,12,0,1
2718,masculino,28,canada,pago,43,50,0.27,web,0,1,0
2719,masculino,19,estados unidos,pago,210,88,0.2,computador,0,1,0
2720,otro,26,australia,estudiante,253,98,0.25,computador,0,1,0
2721,otro,24,india,pago,78,12,0.47,web,0,1,0
2722,masculino,17,india,estudiante,223,60,0.34,web,0,1,0
2723,otro,34,francia,estudiante,187,37,0.37,celular,0,1,1
2724,masculino,51,alemania,pago,232,43,0.1,celular,0,1,0
2725,otro,51,reino unido,gratis,92,49,0.4,celular,5,0,0
2726,femenino,43,australia,pago,230,39,0.46,celular,0,1,0
2727,otro,38,francia,gratis,264,95,0.52,computador,0,0,0
2728,masculino,18,australia,pago,174,27,0.03,celular,0,1,0
2729,femenino,50,india,pago,17,78,0.26,celular,0,1,0
2730,otro,50,pakistan,estudiante,30,73,0.27,web,0,1,1
2731,masculino,22,alemania,gratis,217,50,auto%#,computador,28,0,1
2732,masculino,24,australia,gratis,52,17,0.09,celular,15,0,1
2733,masculino,59,reino unido,familiar,67,79,0.21,web,0,1,0
2734,otro,20,francia,pago,248,67,0.4,computador,0,1,1
2735,masculino,37,francia,gratis,51,17,0.51,web,49,0,1
2736,femenino,30,canada,familiar,65,34,0.44,computador,0,1,0
2737,otro,37,india,pago,245,21,0.35,computador,0,1,0
2738,otro,21,pakistan,pago,202,50,0.24,celular,0,1,0
2739,femenino,56,alemania,familiar,227,40,0.6,web,0,1,0
2740,masculino,46,canada,estudiante,104,13,0.39,web,0,1,0
2741,masculino,32,francia,pago,41,54,0.58,computador,0,1,1
2742,otro,38,canada,pago,241,87,0.26,web,0,1,0
2743,otro,53,canada,gratis,249,61,0.28,computador,39,0,0
2744,otro,16,francia,pago,115,53,0.18,web,0,1,1
2745,femenino,48,estados unidos,estudiante,236,82,0.2,web,0,1,0
2746,otro,34,reino unido,pago,187,74,0.22,computador,0,1,0
2747,femenino,54,francia,gratis,123,55,0.59,web,39,0,0
2748,femenino,38,estados unidos,estudiante,27,77,0.36,web,0,1,1
2749,masculino,25,estados unidos,estudiante,215,76,0.13,web,0,1,0
2750,femenino,40,australia,gratis,29,87,0.29,celular,25,0,0
2751,otro,46,reino unido,familiar,154,84,0.1,computador,0,1,1
2752,femenino,52,alemania,familiar,118,69,0.34,celular,0,1,0
2753,otro,51,alemania,familiar,142,29,0.09,computador,0,1,0
2754,masculino,29,reino unido,gratis,182,52,0.3,web,18,0,0
2755,femenino,38,australia,estudiante,204,40,0.01,celular,0,1,0
2756,otro,19,estados unidos,pago,188,50,0.11,computador,0,1,0
2757,femenino,35,alemania,gratis,232,18,0.49,computador,0,0,0
2758,masculino,38,australia,estudiante,274,14,0.2,computador,0,1,0
2760,otro,19,india,estudiante,154,33,0.33,computador,0,1,0
2761,masculino,16,australia,gratis,111,47,0.33,celular,25,0,0
2762,femenino,19,estados unidos,pago,196,11,0.51,web,0,1,0
2763,otro,34,india,gratis,154,94,0.02,web,15,0,0
2764,femenino,17,canada,estudiante,86,9,0.28,celular,0,1,1
2765,masculino,19,alemania,familiar,12,35,0.13,celular,0,1,0
2766,femenino,40,estados unidos,pago,242,88,0.25,celular,0,1,1
2767,otro,41,australia,estudiante,21,61,0.19,web,0,1,0
2768,femenino,19,pakistan,familiar,16,72,0.58,computador,0,1,0
2769,otro,18,canada,estudiante,168,51,0.29,computador,0,1,0
2770,otro,22,francia,estudiante,253,9,0.39,computador,0,1,1
2771,masculino,53,reino unido,gratis,203,71,0.45,web,36,0,1
2772,femenino,32,reino unido,pago,28,2,0.5,web,0,1,1
2773,otro,18,india,gratis,132,18,0.34,celular,13,0,0
2774,masculino,29,india,familiar,267,28,0.34,computador,0,1,0
2775,otro,33,francia,estudiante,98,92,0.42,celular,0,1,0
2776,otro,43,reino unido,pago,62,17,0.34,web,0,1,0
2777,otro,46,canada,estudiante,138,50,0.53,computador,0,1,0
2778,masculino,16,india,gratis,246,62,0.57,computador,0,1,0
2779,femenino,19,reino unido,estudiante,159,75,0.22,celular,0,1,1
2780,masculino,29,estados unidos,familiar,216,72,0.0,web,0,1,0
2781,otro,52,canada,estudiante,279,58,0.38,web,0,1,0
2782,femenino,19,australia,pago,142,68,0.23,computador,0,1,0
2783,otro,43,estados unidos,pago,273,68,0.23,web,0,1,0
2785,masculino,38,reino unido,estudiante,281,50,0.27,computador,0,1,0
2786,femenino,29,india,gratis,26,18,0.56,celular,37,0,1
2787,masculino,30,pakistan,gratis,225,46,0.21,computador,8,0,0
2788,masculino,32,reino unido,pago,115,65,0.19,computador,0,1,0
2789,otro,47,estados unidos,pago,88,81,0.46,web,0,1,0
2790,femenino,32,australia,estudiante,25,84,0.01,web,0,1,0
2791,femenino,34,australia,estudiante,235,49,0.08,web,0,1,0
2792,masculino,25,reino unido,pago,232,71,0.11,celular,0,1,0
2793,otro,29,canada,familiar,14,6,0.26,celular,0,1,0
2794,otro,34,pakistan,familiar,120,89,0.55,web,0,1,0
2795,masculino,19,francia,pago,93,15,0.15,web,0,1,0
2796,femenino,17,australia,estudiante,43,88,0.58,celular,0,1,0
2798,masculino,44,pakistan,gratis,46,66,0.2,web,11,0,0
2799,otro,38,estados unidos,pago,276,69,0.57,web,0,1,1
2800,masculino,54,alemania,gratis,161,50,0.11,web,30,0,0
2801,otro,54,australia,pago,275,66,0.25,web,0,1,1
2802,masculino,52,canada,estudiante,182,69,0.48,celular,0,1,0
2803,otro,26,reino unido,familiar,261,53,0.27,computador,0,1,0
2804,otro,56,canada,gratis,266,72,0.24,computador,12,0,0
2805,otro,30,canada,gratis,271,68,0.43,computador,44,0,0
2806,femenino,25,canada,gratis,264,50,0.05,web,24,0,0
2807,masculino,21,reino unido,pago,281,7,0.12,computador,0,1,1
2808,otro,18,pakistan,estudiante,207,19,0.59,web,0,1,0
2809,masculino,52,australia,familiar,243,2,0.48,computador,0,1,0
2810,femenino,26,estados unidos,estudiante,154,76,0.1,computador,0,1,0
2811,femenino,41,india,familiar,243,41,0.42,computador,0,1,0
2812,femenino,29,india,familiar,60,96,0.29,web,0,1,0
2813,otro,21,reino unido,estudiante,145,37,0.22,computador,0,1,0
2814,otro,43,francia,pago,32,87,0.46,celular,0,1,1
2815,masculino,38,estados unidos,estudiante,154,50,0.59,celular,0,1,0
2816,femenino,48,india,familiar,26,84,0.35,celular,0,1,1
2817,femenino,32,estados unidos,estudiante,140,92,0.28,celular,0,1,1
2818,femenino,24,australia,familiar,286,42,0.4,web,0,1,0
2819,masculino,35,francia,gratis,236,59,0.27,computador,46,0,0
2820,otro,42,india,familiar,31,19,0.33,computador,0,1,0
2821,masculino,43,francia,pago,188,82,0.52,computador,0,1,0
2822,masculino,55,estados unidos,gratis,12,8,0.03,celular,34,1,0
2823,masculino,32,australia,familiar,164,49,0.08,computador,0,1,0
2824,femenino,49,australia,estudiante,245,20,0.52,web,0,1,0
2825,femenino,36,francia,familiar,38,96,0.37,web,0,1,1
2826,masculino,46,australia,familiar,76,44,0.13,computador,0,1,0
2827,otro,52,reino unido,gratis,196,6,0.34,computador,0,0,1
2828,femenino,38,pakistan,gratis,150,47,0.51,celular,43,0,0
2829,otro,36,reino unido,estudiante,281,40,0.35,celular,0,1,0
2830,otro,22,alemania,familiar,110,85,0.24,computador,0,1,0
2831,femenino,55,canada,familiar,106,70,0.04,web,0,1,1
2832,femenino,36,estados unidos,estudiante,137,59,0.1,web,0,1,0
2833,femenino,47,india,familiar,251,50,0.42,celular,0,1,1
2834,masculino,38,estados unidos,gratis,187,63,0.35,celular,0,0,1
2835,otro,23,australia,estudiante,173,55,0.2,computador,0,1,0
2836,otro,46,francia,pago,255,42,0.58,web,0,1,1
2837,masculino,36,reino unido,estudiante,155,77,0.31,computador,0,1,0
2838,masculino,40,pakistan,gratis,213,40,0.22,celular,17,0,1
2839,femenino,47,pakistan,estudiante,150,70,0.1,celular,0,1,1
2840,femenino,18,india,gratis,202,90,0.16,celular,16,0,0
2841,femenino,28,reino unido,familiar,260,25,0.36,computador,0,1,0
2842,otro,17,australia,gratis,171,19,0.44,web,11,0,1
2843,masculino,29,australia,estudiante,199,57,0.3,web,0,1,0
2844,femenino,26,francia,familiar,103,85,0.1,computador,0,1,0
2845,masculino,22,reino unido,gratis,246,16,0.36,web,42,0,0
2846,femenino,52,pakistan,estudiante,174,44,0.5,celular,0,1,0
2847,masculino,41,reino unido,pago,235,72,0.28,web,0,1,0
2848,masculino,39,pakistan,gratis,219,93,0.22,computador,10,0,0
2849,femenino,51,alemania,estudiante,245,63,0.58,celular,0,1,1
2850,masculino,32,india,pago,193,7,0.51,celular,0,1,1
2851,femenino,30,pakistan,pago,279,32,0.59,web,0,1,0
2852,femenino,25,reino unido,pago,205,39,0.55,web,0,1,0
2853,otro,44,alemania,gratis,251,62,0.38,web,5,0,0
2854,femenino,18,reino unido,gratis,190,41,0.3,web,21,0,0
2855,otro,57,reino unido,pago,184,98,0.28,web,0,1,1
2856,masculino,32,alemania,familiar,267,14,0.56,celular,0,1,0
2857,masculino,25,australia,familiar,118,76,0.27,computador,0,1,0
2858,femenino,40,estados unidos,gratis,96,7,0.21,celular,35,0,0
2859,otro,38,canada,familiar,172,35,0.56,web,0,1,0
2860,femenino,42,francia,estudiante,10,38,0.3,computador,0,1,0
